locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_06759	tRNA	84				tRNA-Leu(caa)
FBJMCHFD_06760	CDS	777	spo0M		COG4326	Sporulation-control protein spo0M
FBJMCHFD_06761	CDS	198				hypothetical protein
FBJMCHFD_06762	CDS	696	pepE_2	3.4.13.21		Peptidase E
FBJMCHFD_06763	CDS	1773	thiC_2	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
FBJMCHFD_06764	CDS	183				hypothetical protein
FBJMCHFD_06765	CDS	1452	katA_4	1.11.1.6	COG0753	Vegetative catalase
FBJMCHFD_06766	CDS	1182	cshA_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
FBJMCHFD_06767	CDS	483				hypothetical protein
FBJMCHFD_06768	CDS	1464				hypothetical protein
FBJMCHFD_06769	CDS	600	glpG_2	3.4.21.105		Rhomboid protease GlpG
FBJMCHFD_06770	CDS	366	acpS_2	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FBJMCHFD_06771	CDS	1008	ydcC_2		COG2834	Sporulation protein YdcC
FBJMCHFD_06772	CDS	1170	alr_2	5.1.1.1		Alanine racemase
FBJMCHFD_06773	CDS	717	lnrL_6	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FBJMCHFD_06774	CDS	747				hypothetical protein
FBJMCHFD_06775	CDS	993				hypothetical protein
FBJMCHFD_06776	CDS	534				IS1595 family transposase ISSpgl1
FBJMCHFD_06777	CDS	771				hypothetical protein
FBJMCHFD_06778	CDS	309				hypothetical protein
FBJMCHFD_06779	CDS	717	ucpA_2	1.-.-.-		Oxidoreductase UcpA
FBJMCHFD_06780	CDS	372	rtp_2			Replication termination protein
FBJMCHFD_06781	CDS	300	proC_6	1.5.1.2		Pyrroline-5-carboxylate reductase
FBJMCHFD_06782	CDS	564				hypothetical protein
FBJMCHFD_06783	CDS	900	gltR_4		COG0583	HTH-type transcriptional regulator GltR
FBJMCHFD_06784	CDS	1260	yjeH_2		COG0531	L-methionine/branched-chain amino acid exporter YjeH
FBJMCHFD_06785	CDS	1893				hypothetical protein
FBJMCHFD_06786	CDS	735				hypothetical protein
FBJMCHFD_06787	CDS	960	bshC_2	6.-.-.-	COG4365	Putative cysteine ligase BshC
FBJMCHFD_06788	CDS	447	mraZ_2			Transcriptional regulator MraZ
FBJMCHFD_06789	CDS	936	rsmH_4	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
FBJMCHFD_06790	CDS	354	ftsL_2		COG4839	Cell division protein FtsL
FBJMCHFD_06791	CDS	2142	pbpB_2		COG0768	Penicillin-binding protein 2B
FBJMCHFD_06792	CDS	534	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
FBJMCHFD_06793	CDS	555				hypothetical protein
FBJMCHFD_06794	CDS	459				hypothetical protein
FBJMCHFD_06795	CDS	459	yobK_4			Antitoxin YobK
FBJMCHFD_06796	CDS	1803	yobL_4	3.1.-.-		Ribonuclease YobL
FBJMCHFD_06797	CDS	564				hypothetical protein
FBJMCHFD_06798	CDS	1437	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
FBJMCHFD_06799	CDS	492				hypothetical protein
FBJMCHFD_06800	CDS	393	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
FBJMCHFD_06801	CDS	600	yceC_2		COG2310	Stress response protein SCP2
FBJMCHFD_06802	CDS	582	yceD_3		COG2310	General stress protein 16U
FBJMCHFD_06803	CDS	579	yceD_4		COG2310	General stress protein 16U
FBJMCHFD_06804	CDS	774				hypothetical protein
FBJMCHFD_06805	CDS	1614				hypothetical protein
FBJMCHFD_06806	CDS	1092				TelA-like protein
FBJMCHFD_06807	CDS	915	ypfD_1		COG0539	30S ribosomal protein S1 
FBJMCHFD_06808	CDS	1050	fni_1	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
FBJMCHFD_06809	CDS	132				hypothetical protein
FBJMCHFD_06810	CDS	603				hypothetical protein
FBJMCHFD_06811	CDS	1311	der_2		COG1160	GTPase Der
FBJMCHFD_06812	CDS	1038	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FBJMCHFD_06813	CDS	204				hypothetical protein
FBJMCHFD_06814	CDS	735				hypothetical protein
FBJMCHFD_06815	CDS	546	yoeB_2			putative protein YoeB
FBJMCHFD_06816	CDS	1392	mepA_2			Multidrug export protein MepA
FBJMCHFD_06817	CDS	978	galM_2	5.1.3.3	COG2017	Aldose 1-epimerase
FBJMCHFD_06818	CDS	1476	dacC_2	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
FBJMCHFD_06819	CDS	1194	rasP_2	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
FBJMCHFD_06820	CDS	1695	proS_2	6.1.1.15		Proline--tRNA ligase
FBJMCHFD_06821	CDS	753				hypothetical protein
FBJMCHFD_06822	CDS	900				hypothetical protein
FBJMCHFD_06823	CDS	582	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FBJMCHFD_06824	CDS	1251	cinA_1		COG1058	Putative competence-damage inducible protein
FBJMCHFD_06825	CDS	1044	recA_1		COG0468	Protein RecA
FBJMCHFD_06826	CDS	1182	pbpX_1		COG1680	Putative penicillin-binding protein PbpX
FBJMCHFD_06827	CDS	2484	spoIIE_1	3.1.3.16	COG2208	Stage II sporulation protein E
FBJMCHFD_06828	CDS	738				hypothetical protein
FBJMCHFD_06829	CDS	1017	yabT_1	2.7.11.1	COG0515	putative serine/threonine-protein kinase YabT
FBJMCHFD_06830	CDS	1419	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FBJMCHFD_06831	CDS	543	hpt_1	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
FBJMCHFD_06832	CDS	2490	spoIIE_2	3.1.3.16	COG2208	Stage II sporulation protein E
FBJMCHFD_06833	CDS	738				hypothetical protein
FBJMCHFD_06834	CDS	1002	yabT_2	2.7.11.1	COG0515	putative serine/threonine-protein kinase YabT
FBJMCHFD_06835	CDS	1419	tilS_2	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FBJMCHFD_06836	CDS	540	hpt_2	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
FBJMCHFD_06837	CDS	780		2.4.-.-		putative glycosyltransferase
FBJMCHFD_06838	CDS	177				hypothetical protein
FBJMCHFD_06839	CDS	1353	htrA_4	3.4.21.107	COG0265	Serine protease Do-like HtrA
FBJMCHFD_06840	CDS	819	proC_7	1.5.1.2		Pyrroline-5-carboxylate reductase
FBJMCHFD_06841	CDS	825	dppA_2	3.4.11.-	COG2362	D-aminopeptidase
FBJMCHFD_06842	CDS	915	dppB_4		COG0601	Dipeptide transport system permease protein DppB
FBJMCHFD_06843	CDS	972	dppC_3		COG1173	Dipeptide transport system permease protein DppC
FBJMCHFD_06844	CDS	984	lctP_2		COG1620	L-lactate permease
FBJMCHFD_06845	CDS	762				hypothetical protein
FBJMCHFD_06846	CDS	504	proY_3		COG1113	Proline-specific permease ProY
FBJMCHFD_06847	CDS	519				hypothetical protein
FBJMCHFD_06848	CDS	819	nadE_2	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FBJMCHFD_06849	CDS	594	tmrB_2			Tunicamycin resistance protein
FBJMCHFD_06850	CDS	561	aroK_2	2.7.1.71	COG0703	Shikimate kinase
FBJMCHFD_06851	CDS	342	ytrH_2			Sporulation membrane protein YtrH
FBJMCHFD_06852	CDS	504	ytrI_2			Sporulation membrane protein YtrI
FBJMCHFD_06853	CDS	192				hypothetical protein
FBJMCHFD_06854	CDS	942	nrnA_2	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
FBJMCHFD_06855	CDS	303				hypothetical protein
FBJMCHFD_06856	CDS	1320	IMPDH_4	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FBJMCHFD_06857	CDS	309	yusV_4		COG1120	putative siderophore transport system ATP-binding protein YusV
FBJMCHFD_06858	CDS	246				hypothetical protein
FBJMCHFD_06859	CDS	888	gltR_5		COG0583	HTH-type transcriptional regulator GltR
FBJMCHFD_06860	CDS	741	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJMCHFD_06861	CDS	384				putative protein.1
FBJMCHFD_06862	CDS	1626	bmr3_5			Multidrug resistance protein 3
FBJMCHFD_06863	CDS	468	yusO_5			putative HTH-type transcriptional regulator YusO
FBJMCHFD_06864	CDS	333				hypothetical protein
FBJMCHFD_06865	CDS	246				hypothetical protein
FBJMCHFD_06866	CDS	1113	desK_3	2.7.13.3	COG4585	Sensor histidine kinase DesK
FBJMCHFD_06867	CDS	1059	des_3	1.14.19.-	COG3239	Fatty acid desaturase
FBJMCHFD_06868	CDS	978	mccF_2			Microcin C7 self-immunity protein MccF
FBJMCHFD_06869	CDS	498				hypothetical protein
FBJMCHFD_06870	CDS	306				hypothetical protein
FBJMCHFD_06871	CDS	411				hypothetical protein
FBJMCHFD_06872	CDS	537				hypothetical protein
FBJMCHFD_06873	CDS	678				hypothetical protein
FBJMCHFD_06874	CDS	1722	yokI_2	3.1.-.-		putative ribonuclease YokI
FBJMCHFD_06875	CDS	255				hypothetical protein
FBJMCHFD_06876	CDS	354				hypothetical protein
FBJMCHFD_06877	CDS	177				hypothetical protein
FBJMCHFD_06878	CDS	687				hypothetical protein
FBJMCHFD_06879	CDS	186				hypothetical protein
FBJMCHFD_06880	CDS	594	ydeA	3.2.-.-	COG0693	putative protease YdeA
FBJMCHFD_06881	CDS	735				hypothetical protein
FBJMCHFD_06882	CDS	204				hypothetical protein
FBJMCHFD_06883	CDS	1038	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FBJMCHFD_06884	CDS	1311	der_3		COG1160	GTPase Der
FBJMCHFD_06885	CDS	195				hypothetical protein
FBJMCHFD_06886	CDS	894				hypothetical protein
FBJMCHFD_06887	CDS	600				hypothetical protein
FBJMCHFD_06888	CDS	132				hypothetical protein
FBJMCHFD_06889	CDS	639	fni_2	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
FBJMCHFD_06890	CDS	351	rnpA_1	3.1.26.5	COG0594	Ribonuclease P protein component
FBJMCHFD_06891	CDS	780	misCA_1		COG0706	Membrane protein insertase MisCA
FBJMCHFD_06892	CDS	627				hypothetical protein
FBJMCHFD_06893	CDS	1380	mnmE_1	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FBJMCHFD_06894	CDS	1887	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FBJMCHFD_06895	CDS	720	rsmG_1	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
FBJMCHFD_06896	CDS	1185				hypothetical protein
FBJMCHFD_06897	CDS	279				hypothetical protein
FBJMCHFD_06898	CDS	282				hypothetical protein
FBJMCHFD_06899	CDS	423				hypothetical protein
FBJMCHFD_06900	CDS	321	gdx_3			Guanidinium exporter
FBJMCHFD_06901	CDS	336	gdx_4			Guanidinium exporter
FBJMCHFD_06902	CDS	585	yvdT_2			putative HTH-type transcriptional regulator YvdT
FBJMCHFD_06903	CDS	1563	yveA_5		COG0531	Aspartate-proton symporter
FBJMCHFD_06904	CDS	429	levB_2	3.2.1.64	COG1621	Levanbiose-producing levanase
FBJMCHFD_06905	CDS	2187	lon1_2	3.4.21.53	COG0466	Lon protease 1
FBJMCHFD_06906	CDS	588	engB_2		COG0218	putative GTP-binding protein EngB
FBJMCHFD_06907	CDS	498				hypothetical protein
FBJMCHFD_06908	CDS	1395	hemA_2	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FBJMCHFD_06909	CDS	831	ccsA_3			Cytochrome c biogenesis protein CcsA
FBJMCHFD_06910	CDS	1107	msmX_4	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
FBJMCHFD_06911	CDS	729	yurK_2		COG2188	putative HTH-type transcriptional regulator YurK
FBJMCHFD_06912	CDS	855	frlD_2	2.7.1.-	COG0524	Fructosamine kinase FrlD
FBJMCHFD_06913	CDS	885	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
FBJMCHFD_06914	CDS	891	ngcF_2		COG1175	Diacetylchitobiose uptake system permease protein NgcF
FBJMCHFD_06915	CDS	1287	msmE_2		COG1653	Multiple sugar-binding protein
FBJMCHFD_06916	CDS	414	yezG_2			putative antitoxin YezG
FBJMCHFD_06917	CDS	471	yezG_3			putative antitoxin YezG
FBJMCHFD_06918	CDS	876				hypothetical protein
FBJMCHFD_06919	CDS	954	lnrL_7	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FBJMCHFD_06920	CDS	1953				hypothetical protein
FBJMCHFD_06921	CDS	486	rlmCD_4	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FBJMCHFD_06922	CDS	1875				hypothetical protein
FBJMCHFD_06923	CDS	834				hypothetical protein
FBJMCHFD_06924	CDS	3159				hypothetical protein
FBJMCHFD_06925	CDS	477	liaG_2		COG3595	Protein LiaG
FBJMCHFD_06926	CDS	726	liaF_2		COG4758	Protein LiaF
FBJMCHFD_06927	CDS	1083	liaS_2	2.7.13.3	COG4585	Sensor histidine kinase LiaS
FBJMCHFD_06928	CDS	636	liaR_5		COG2197	Transcriptional regulatory protein LiaR
FBJMCHFD_06929	CDS	1116	gerAC_2			Spore germination protein A3
FBJMCHFD_06930	CDS	1098	gerAB_2			Spore germination protein A2
FBJMCHFD_06931	CDS	1059	gerAA_2			Spore germination protein A1
FBJMCHFD_06932	CDS	468				hypothetical protein
FBJMCHFD_06933	CDS	798	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
FBJMCHFD_06934	CDS	246				hypothetical protein
FBJMCHFD_06935	CDS	639				hypothetical protein
FBJMCHFD_06936	CDS	267				hypothetical protein
FBJMCHFD_06937	CDS	1473	speA_4	4.1.1.19	COG1982	Arginine decarboxylase
FBJMCHFD_06938	CDS	375				hypothetical protein
FBJMCHFD_06939	CDS	606	pdhD_4	1.8.1.4		Dihydrolipoyl dehydrogenase
FBJMCHFD_06940	CDS	768	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FBJMCHFD_06941	CDS	444				hypothetical protein
FBJMCHFD_06942	CDS	714	cwlD_1	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
FBJMCHFD_06943	CDS	1059	salA_1		COG0489	Iron-sulfur cluster carrier protein
FBJMCHFD_06944	CDS	558	gerD_1			Spore germination protein GerD
FBJMCHFD_06945	CDS	669				hypothetical protein
FBJMCHFD_06946	CDS	765				hypothetical protein
FBJMCHFD_06947	CDS	618				hypothetical protein
FBJMCHFD_06948	CDS	597				hypothetical protein
FBJMCHFD_06949	CDS	1209				hypothetical protein
FBJMCHFD_06950	CDS	384				hypothetical protein
FBJMCHFD_06951	CDS	294				hypothetical protein
FBJMCHFD_06952	CDS	327				hypothetical protein
FBJMCHFD_06953	CDS	393				hypothetical protein
FBJMCHFD_06954	CDS	408				hypothetical protein
FBJMCHFD_06955	CDS	585				hypothetical protein
FBJMCHFD_06956	CDS	363				hypothetical protein
FBJMCHFD_06957	CDS	183				hypothetical protein
FBJMCHFD_06958	CDS	768	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FBJMCHFD_06959	CDS	474	yizA		COG2318	putative protein YizA
FBJMCHFD_06960	CDS	444				hypothetical protein
FBJMCHFD_06961	CDS	714	cwlD_2	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
FBJMCHFD_06962	CDS	1053	salA_2		COG0489	Iron-sulfur cluster carrier protein
FBJMCHFD_06963	CDS	558	gerD_2			Spore germination protein GerD
FBJMCHFD_06964	CDS	597				hypothetical protein
FBJMCHFD_06965	CDS	765				hypothetical protein
FBJMCHFD_06966	CDS	1509	atpA_2	7.1.2.2	COG0056	ATP synthase subunit alpha
FBJMCHFD_06967	CDS	864	atpG_2		COG0224	ATP synthase gamma chain
FBJMCHFD_06968	CDS	1422	atpD_2	7.1.2.2	COG0055	ATP synthase subunit beta
FBJMCHFD_06969	CDS	399	atpC_2		COG0355	ATP synthase epsilon chain
FBJMCHFD_06970	CDS	471				hypothetical protein
FBJMCHFD_06971	CDS	231				hypothetical protein
FBJMCHFD_06972	CDS	741	ywmB_2			putative protein YwmB
FBJMCHFD_06973	CDS	654	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
FBJMCHFD_06974	CDS	897	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
FBJMCHFD_06975	CDS	1947	prkC_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
FBJMCHFD_06976	CDS	765	prpC_2	3.1.3.16	COG0631	Protein phosphatase PrpC
FBJMCHFD_06977	CDS	1092	rlmN_2	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
FBJMCHFD_06978	CDS	636	yncB	3.1.-.-	COG1525	Endonuclease YncB
FBJMCHFD_06979	CDS	1416	iolT_5			Major myo-inositol transporter IolT
FBJMCHFD_06980	CDS	1185	alr2_2	5.1.1.1	COG0787	Alanine racemase 2
FBJMCHFD_06981	CDS	426				hypothetical protein
FBJMCHFD_06982	CDS	435	yncF_2	3.6.1.23	COG0756	putative deoxyuridine 5'-triphosphate nucleotidohydrolase YncF
FBJMCHFD_06983	CDS	501	nhaX_2		COG0589	Stress response protein NhaX
FBJMCHFD_06984	CDS	1362	nhaC_3		COG1757	Na(+)/H(+) antiporter NhaC
FBJMCHFD_06985	CDS	849	dat_2	2.6.1.21		D-alanine aminotransferase
FBJMCHFD_06986	CDS	615				hypothetical protein
FBJMCHFD_06987	CDS	444	fliJ_2		COG2882	Flagellar FliJ protein
FBJMCHFD_06988	CDS	1317	yscN_2	7.1.2.2		putative ATP synthase YscN
FBJMCHFD_06989	CDS	762				hypothetical protein
FBJMCHFD_06990	CDS	1017	fliG_2		COG1536	Flagellar motor switch protein FliG
FBJMCHFD_06991	CDS	972				hypothetical protein
FBJMCHFD_06992	CDS	606				hypothetical protein
FBJMCHFD_06993	CDS	348				hypothetical protein
FBJMCHFD_06994	CDS	720				hypothetical protein
FBJMCHFD_06995	CDS	933				hypothetical protein
FBJMCHFD_06996	CDS	321				hypothetical protein
FBJMCHFD_06997	CDS	855				hypothetical protein
FBJMCHFD_06998	CDS	723				hypothetical protein
FBJMCHFD_06999	CDS	435	yndB_2		COG3832	putative protein YndB
FBJMCHFD_07000	CDS	189				hypothetical protein
FBJMCHFD_07001	CDS	111				hypothetical protein
FBJMCHFD_07002	CDS	351				hypothetical protein
FBJMCHFD_07003	CDS	909	gerAA_3			Spore germination protein A1
FBJMCHFD_07004	CDS	486	gerBC_5			Spore germination protein B3
FBJMCHFD_07005	CDS	807				hypothetical protein
FBJMCHFD_07006	CDS	633				hypothetical protein
FBJMCHFD_07007	CDS	3870	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FBJMCHFD_07008	CDS	732	nagR_4		COG2188	HTH-type transcriptional repressor NagR
FBJMCHFD_07009	CDS	729	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
FBJMCHFD_07010	CDS	387	nagA_2	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
FBJMCHFD_07011	CDS	924	rnz_2	3.1.26.11	COG1234	Ribonuclease Z
FBJMCHFD_07012	CDS	1470	zwf_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FBJMCHFD_07013	CDS	1410	gndA_2	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FBJMCHFD_07014	CDS	1245	dinB_4	2.7.7.7	COG0389	DNA polymerase IV
FBJMCHFD_07015	CDS	858	hmuU_2		COG0609	Hemin transport system permease protein HmuU
FBJMCHFD_07016	CDS	1332	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FBJMCHFD_07017	CDS	582	yvqK_2	2.5.1.17	COG2096	Corrinoid adenosyltransferase
FBJMCHFD_07018	CDS	1269				hypothetical protein
FBJMCHFD_07019	CDS	381	liaI_2			Protein LiaI
FBJMCHFD_07020	CDS	678	liaH_2		COG1842	Protein LiaH
FBJMCHFD_07021	CDS	789	fdhD_2		COG1526	Sulfur carrier protein FdhD
FBJMCHFD_07022	CDS	1026	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
FBJMCHFD_07023	CDS	1131	rapA_8	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
FBJMCHFD_07024	CDS	480				hypothetical protein
FBJMCHFD_07025	CDS	255				hypothetical protein
FBJMCHFD_07026	CDS	318	ureA_2	3.5.1.5	COG0831	Urease subunit gamma
FBJMCHFD_07027	CDS	375	ureB_1	3.5.1.5	COG0832	Urease subunit beta
FBJMCHFD_07028	CDS	300				hypothetical protein
FBJMCHFD_07029	CDS	1449				hypothetical protein
FBJMCHFD_07030	CDS	561	sipP	3.4.21.89		Signal peptidase I P
FBJMCHFD_07031	CDS	441				hypothetical protein
FBJMCHFD_07032	CDS	1020				hypothetical protein
FBJMCHFD_07033	CDS	162				hypothetical protein
FBJMCHFD_07034	CDS	618	comEA_2		COG1555	ComE operon protein 1
FBJMCHFD_07035	CDS	570	tadA_4	3.5.4.33		tRNA-specific adenosine deaminase
FBJMCHFD_07036	CDS	2331	comEC_2		COG0658	ComE operon protein 3
FBJMCHFD_07037	CDS	1044	yqeN_2		COG1466	putative protein YqeN
FBJMCHFD_07038	CDS	1287	aroA1_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
FBJMCHFD_07039	CDS	207				hypothetical protein
FBJMCHFD_07040	CDS	1008	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
FBJMCHFD_07041	CDS	540				hypothetical protein
FBJMCHFD_07042	CDS	447				hypothetical protein
FBJMCHFD_07043	CDS	504	petC_4	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
FBJMCHFD_07044	CDS	675	qcrB_2		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
FBJMCHFD_07045	CDS	174	ynzD_2	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
FBJMCHFD_07046	CDS	708				hypothetical protein
FBJMCHFD_07047	CDS	363	cheY_4		COG0784	Chemotaxis protein CheY
FBJMCHFD_07048	CDS	483				hypothetical protein
FBJMCHFD_07049	CDS	429				hypothetical protein
FBJMCHFD_07050	CDS	375	cotM_2		COG0071	Spore coat protein M
FBJMCHFD_07051	CDS	147	sspP_2			Small, acid-soluble spore protein P
FBJMCHFD_07052	CDS	150	sspO_2			Small, acid-soluble spore protein O
FBJMCHFD_07053	CDS	546	gerBA_6			Spore germination protein B1
FBJMCHFD_07054	CDS	1326	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FBJMCHFD_07055	CDS	873	ypuA_2		COG4086	putative protein YpuA
FBJMCHFD_07056	CDS	195	ppiB_2	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FBJMCHFD_07057	CDS	432	ppiB_3	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FBJMCHFD_07058	CDS	255				hypothetical protein
FBJMCHFD_07059	CDS	249				hypothetical protein
FBJMCHFD_07060	CDS	126				hypothetical protein
FBJMCHFD_07061	CDS	1263	pel_2	4.2.2.2	COG3866	Pectate lyase
FBJMCHFD_07062	CDS	1131	yfmL_2	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
FBJMCHFD_07063	CDS	414				hypothetical protein
FBJMCHFD_07064	CDS	561	xseA_2	3.1.11.6		Exodeoxyribonuclease 7 large subunit
FBJMCHFD_07065	CDS	255	xseB_2	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FBJMCHFD_07066	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
FBJMCHFD_07067	CDS	1902	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FBJMCHFD_07068	CDS	846	tlyA_2		COG1189	Hemolysin A
FBJMCHFD_07069	CDS	450	argR_2		COG1438	Arginine repressor
FBJMCHFD_07070	CDS	666				hypothetical protein
FBJMCHFD_07071	CDS	582	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FBJMCHFD_07072	CDS	1251	cinA_2		COG1058	Putative competence-damage inducible protein
FBJMCHFD_07073	CDS	1047	recA_2		COG0468	Protein RecA
FBJMCHFD_07074	CDS	1176	pbpX_2		COG1680	Putative penicillin-binding protein PbpX
FBJMCHFD_07075	CDS	186				hypothetical protein
FBJMCHFD_07076	CDS	1389	fumC_3	4.2.1.2		Fumarate hydratase class II
FBJMCHFD_07077	CDS	876				hypothetical protein
FBJMCHFD_07078	CDS	165	yuzO_2			putative protein YuzO
FBJMCHFD_07079	CDS	1356	cssS_3	2.7.13.3		Sensor histidine kinase CssS
FBJMCHFD_07080	CDS	678	cssR_2			Transcriptional regulatory protein CssR
FBJMCHFD_07081	CDS	267				hypothetical protein
FBJMCHFD_07082	CDS	417	yrrK_2	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
FBJMCHFD_07083	CDS	282				hypothetical protein
FBJMCHFD_07084	CDS	1092	mltG_3	4.2.2.-		Endolytic murein transglycosylase
FBJMCHFD_07085	CDS	654	trmR_2	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
FBJMCHFD_07086	CDS	930	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
FBJMCHFD_07087	CDS	1269				hypothetical protein
FBJMCHFD_07088	CDS	519				hypothetical protein
FBJMCHFD_07089	CDS	192	ykzF_2			putative protein YkzF
FBJMCHFD_07090	CDS	444	ykuL_2		COG0517	CBS domain-containing protein YkuL
FBJMCHFD_07091	CDS	882	cysB_2			HTH-type transcriptional regulator CysB
FBJMCHFD_07092	CDS	477				Flavodoxin
FBJMCHFD_07093	CDS	894				hypothetical protein
FBJMCHFD_07094	CDS	456			COG0716	Flavodoxin
FBJMCHFD_07095	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
FBJMCHFD_07096	CDS	930	ytlR_2	2.7.1.-	COG1597	Putative lipid kinase YtlR
FBJMCHFD_07097	CDS	915				hypothetical protein
FBJMCHFD_07098	CDS	552	ytlP_2	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
FBJMCHFD_07099	CDS	1332				hypothetical protein
FBJMCHFD_07100	CDS	216				hypothetical protein
FBJMCHFD_07101	CDS	1248				hypothetical protein
FBJMCHFD_07102	CDS	627				hypothetical protein
FBJMCHFD_07103	CDS	1203				hypothetical protein
FBJMCHFD_07104	CDS	315				hypothetical protein
FBJMCHFD_07105	CDS	903	sdhA_2	4.3.1.17		L-serine dehydratase, alpha chain
FBJMCHFD_07106	CDS	663	sdhB_2	4.3.1.17		L-serine dehydratase, beta chain
FBJMCHFD_07107	CDS	1662				putative protein
FBJMCHFD_07108	CDS	363				putative protein
FBJMCHFD_07109	CDS	189	rpmB_2		COG0227	50S ribosomal protein L28
FBJMCHFD_07110	CDS	111				hypothetical protein
FBJMCHFD_07111	CDS	2055	dbpA_8	3.6.4.13		ATP-dependent RNA helicase DbpA
FBJMCHFD_07112	CDS	684				hypothetical protein
FBJMCHFD_07113	CDS	531				hypothetical protein
FBJMCHFD_07114	CDS	633				hypothetical protein
FBJMCHFD_07115	CDS	297	gpsB_2		COG3599	Cell cycle protein GpsB
